name,price,rating,latitude,longitude,station,distance
Maoz Vegetarian,$,4.0,,,14 ST-UNION SQ,174.87277407084366
Taboonette,$$,4.0,,,14 ST-UNION SQ,234.36365299904813
Thaimee Table - formerly Ngam,$$,3.5,,,14 ST-UNION SQ,322.7486872628388
15 East Restaurant,$$$$,4.0,,,14 ST-UNION SQ,269.2704936316313
Ootoya Chelsea,$$,4.0,,,14 ST-UNION SQ,513.7786373423583
Vapiano,$$,3.5,,,14 ST-UNION SQ,188.32284304160396
The Smith,$$,3.5,,,14 ST-UNION SQ,416.2647586906021
Ribalta Pizza,$$,4.0,,,14 ST-UNION SQ,201.21713842842826
Zundo-Ya,$$,4.0,,,14 ST-UNION SQ,410.33106320489213
Corkbuzz Wine Studio,$$$,4.0,,,14 ST-UNION SQ,272.49753451025293
Lillie's Victorian Establishment,$$,4.0,,,14 ST-UNION SQ,346.3745392500556
ABC Cocina,$$$,4.0,,,14 ST-UNION SQ,370.93214835493893
DORADO Tacos & Quesadillas,$,4.0,,,14 ST-UNION SQ,281.67539571971105
Feast,$$$,4.0,,,14 ST-UNION SQ,284.5722088439655
Barnes & Noble,$$,4.0,,,14 ST-UNION SQ,262.774618028854
Shuko,$$$$,4.0,,,14 ST-UNION SQ,188.2545206139711
Ichiba Ramen,$$,4.0,,,14 ST-UNION SQ,166.21485906761893
Wafels & Dinges,$,4.5,,,14 ST-UNION SQ,2103.923104203492
Everyman Espresso,$$,4.0,,,14 ST-UNION SQ,250.46868798519375
Tocqueville Restaurant,$$$$,4.0,,,14 ST-UNION SQ,316.4794634389002
Tim Ho Wan,$$,3.5,,,14 ST-UNION SQ,352.2690476616352
Rosa Mexicano,$$$,3.5,,,14 ST-UNION SQ,411.5792903788156
Make Sandwich,$$,4.5,,,14 ST-UNION SQ,115.6129686964114
Pie By The Pound,$$,4.0,,,14 ST-UNION SQ,177.5552392951313
Barbounia,$$$,3.5,,,14 ST-UNION SQ,425.57472738698596
Pisillo Italian Panini,$$,4.5,,,FULTON ST,153.6124026527799
Melt Shop,$$,4.0,,,FULTON ST,35.15127466877624
Nish Nush,$$,4.5,,,FULTON ST,121.11407094432462
Da Claudio,$$,4.5,,,FULTON ST,175.35634175300547
Hole in the Wall,$$,4.0,,,FULTON ST,132.18822824566
Poke Bowl,$$,4.0,,,FULTON ST,32.98535203508362
Voyager Espresso,$,5.0,,,FULTON ST,58.38479770791939
GRK Fresh Greek - Financial District,$$,3.5,,,FULTON ST,48.574047600972534
Felice,$$,4.0,,,FULTON ST,173.60623812781893
Takahachi Bakery,$$,4.0,,,FULTON ST,517.916002075964
Kuu Ramen,$$,3.5,,,FULTON ST,206.48728214422476
Terri,$$,4.0,,,FULTON ST,311.14900627411635
Go! Go! Curry!,$,4.0,,,FULTON ST,219.73739968250592
Harry's Italian,$$,3.5,,,FULTON ST,208.7278164704446
Bareburger,$$,3.5,,,FULTON ST,54.50836349773139
Iron Horse NYC,$,4.0,,,FULTON ST,199.81119031194615
Sandwich House,$,4.0,,,FULTON ST,200.46774048585013
Magic Mix Juicery,$$,4.0,,,FULTON ST,39.88352750971028
Blue Spoon Coffee,$,4.0,,,FULTON ST,167.02662134655336
R & R Coffee,$$,4.0,,,FULTON ST,102.29496459652277
The Malt House,$$,4.0,,,FULTON ST,236.04642241137282
Thai Sliders & Co.,$$,4.0,,,FULTON ST,193.9973395424763
Bocadillo,$$,4.5,,,FULTON ST,104.81000167002476
Bennie's Thai Cafe,$$,3.5,,,FULTON ST,71.15359877294748
Menya Jiro- Fidi,$$,4.0,,,FULTON ST,49.64534196217772
Zaitzeff,$$,3.5,,,FULTON ST,140.7041366922393
d Elici,$,4.0,,,FULTON ST,156.1683943457917
PROOF Coffee Roasters,$$,4.5,,,FULTON ST,177.52203214012582
Trading Post,$$,4.0,,,FULTON ST,433.6142558329787
Dark Horse,$$,4.0,,,FULTON ST,494.0398540663985
Roti Modern Mediterranean,$,4.0,,,FULTON ST,299.9490850028145
Zeytuna,$$,3.0,,,FULTON ST,133.37915673036184
Augustine,$$$,4.0,,,FULTON ST,199.70484964566276
Potbelly Sandwich Shop,$,4.0,,,FULTON ST,267.99140155888944
The Irish American,$$,3.5,,,FULTON ST,203.3726567919084
Financier Patisserie,$$,3.5,,,FULTON ST,281.28864768947096
Aahar Indian Cuisine,$$,4.5,,,FULTON ST,456.6510346275108
Ryan Maguire's Ale House,$$,4.0,,,FULTON ST,201.17764599023624
Vietspot,$,3.5,,,FULTON ST,156.1173553326134
Fields Good Chicken,$$,3.5,,,FULTON ST,259.8122341837646
Aroy Dee Thai Kitchen,$,3.5,,,FULTON ST,206.48728214422476
Rosella's Pizzeria,$,3.5,,,FULTON ST,108.4560240897077
Biryani House Cart,$,4.0,,,FULTON ST,303.86502649731244
Stout NYC FiDi,$$,3.5,,,FULTON ST,153.65474854814886
Black Fox Coffee,$,4.0,,,FULTON ST,339.1683025322882
Open Kitchen,$$,3.5,,,FULTON ST,42.866936224970566
Stage Door Pizza,$,4.0,,,FULTON ST,387.9170705405214
Sophies Cuban Cuisine,$$,3.5,,,FULTON ST,101.61449826228379
Tandoor Palace,$,3.5,,,FULTON ST,71.15359877294748
El Luchador,$,3.5,,,FULTON ST,444.1122558846554
Brooklyn Kolache,$,4.5,,,BEDFORD PK BLVD,221.11056264605335
Black Swan,$$,3.5,,,BEDFORD PK BLVD,163.36420245331507
Lucha Lucha,$$,4.0,,,BEDFORD PK BLVD,222.7816037825836
Baron's,$$,4.5,,,BEDFORD PK BLVD,135.82505625740288
Pilar Cuban Eatery,$$,4.0,,,BEDFORD PK BLVD,222.34886298095134
Colador Cafe,$,3.5,,,BEDFORD PK BLVD,208.41634717296927
Nostrand Cafe,$$,4.5,,,BEDFORD PK BLVD,201.2291003762334
Fancy Nancy,$$,4.0,,,BEDFORD PK BLVD,149.66865987912595
Samurai Papa BS,$$,4.0,,,BEDFORD PK BLVD,216.09755419310775
Chilo's,$,4.0,,,BEDFORD PK BLVD,317.68209423404033
Stonefruit Espresso + Kitchen,$$,4.0,,,BEDFORD PK BLVD,175.92363672479954
The Civil Service Cafe,$$,4.0,,,BEDFORD PK BLVD,198.08143031929504
Eva Jean's,$$,4.0,,,BEDFORD PK BLVD,67.14635490711005
Dynaco,$$,4.5,,,BEDFORD PK BLVD,352.0057647840216
Bedford Hill,$$,3.5,,,BEDFORD PK BLVD,355.48149695881654
Swell Dive,$$,4.0,,,BEDFORD PK BLVD,130.94942375220697
Do or Dive,$,4.5,,,BEDFORD PK BLVD,337.6404244010842
Home Frite,$$,4.0,,,BEDFORD PK BLVD,201.03033890596302
Oaxaca Taqueria,$,3.5,,,BEDFORD PK BLVD,380.2731353502995
Captain Dan's Good Time Tavern,$$,4.0,,,BEDFORD PK BLVD,236.40726118405763
Cinnamon Girl,$,3.0,,,BEDFORD PK BLVD,205.55053017936092
C'mon Everybody,$,4.0,,,BEDFORD PK BLVD,312.833074246254
Espinal Deli,$,3.5,,,BEDFORD PK BLVD,160.90815739342287
The Ice Cream House,$,4.0,,,BEDFORD PK BLVD,510.53105907627696
Bombay Heights,$$,3.5,,,BEDFORD PK BLVD,206.23778169932606
Playground Coffee Shop,$$,4.0,,,BEDFORD PK BLVD,357.35087180867515
Hong Kong Cafe,$,4.0,,,BEDFORD PK BLVD,383.36265772823725
La Villa Cafe,$$,3.0,,,BEDFORD PK BLVD,312.1080916272193
Natural Gourmet Deli And Grill,,4.5,,,BEDFORD PK BLVD,364.5586028864477
The Mixtape Shop,$$,4.5,,,BEDFORD PK BLVD,529.7554932298386
Punta Cana Coffee Shop & Restaurant,$,3.0,,,BEDFORD PK BLVD,309.34283774864855
1017 Deli,$,4.5,,,BEDFORD PK BLVD,139.7343048176815
No 1 Chinese Restaurant,$,3.0,,,BEDFORD PK BLVD,123.74214836343896
The Holler,$$,5.0,,,BEDFORD PK BLVD,404.80332013321726
KFC,,3.0,,,BEDFORD PK BLVD,152.02021086049464
Sam's Pizza,$,3.0,,,BEDFORD PK BLVD,318.1401953875541
Brooklyn Nights,$$,3.0,,,BEDFORD PK BLVD,331.28690250070713
2 Baci Pizzeria,$$,3.0,,,BEDFORD PK BLVD,424.36245266293275
Golden Hing Restaurant,$,3.5,,,BEDFORD PK BLVD,249.44874415037972
NQ Supermarket & Deli,,5.0,,,BEDFORD PK BLVD,372.4145341600767
Sugarhill Supperclub,$$,2.5,,,BEDFORD PK BLVD,280.4626405570263
Sushi K Bar,$$,3.0,,,BEDFORD PK BLVD,558.2130753330117
Dunkin' Donuts,$,2.5,,,BEDFORD PK BLVD,160.2022444181896
Jabran Deli & Gourmet,,4.5,,,BEDFORD PK BLVD,237.90765853377226
LG Gourmet Deli,,4.5,,,BEDFORD PK BLVD,283.98857448371234
King Kwok Restaurant,$,4.0,,,BEDFORD PK BLVD,349.98327827504784
Sugar Hill Disco & Restaurant,,3.5,,,BEDFORD PK BLVD,244.44561158095922
Crown Fried Chicken,,2.5,,,BEDFORD PK BLVD,502.87095260979794
Kennedy Fried Chicken and Pizza,$,3.0,,,BEDFORD PK BLVD,578.3409921822023
Crown Halal Chicken and Pizza,,4.5,,,BEDFORD PK BLVD,475.6789618783775
Jerome Pizza,$,4.0,,,BEDFORD PK BLVD,134.91744776993397
National Restaurant & Coffee Shop,$,3.5,,,BEDFORD PK BLVD,169.58900532374184
Bedford Cafe & Restaurant,$$,3.0,,,BEDFORD PK BLVD,165.51540539768243
Pique 86,$,4.5,,,BEDFORD PK BLVD,484.0514891414132
Las Maravillas de Mexico Restaurant,$$,3.5,,,BEDFORD PK BLVD,151.1815155237585
Kawah Chinese Restaurant,$,4.0,,,BEDFORD PK BLVD,211.95837780046026
House Pizza,$,4.0,,,BEDFORD PK BLVD,247.35638444636405
La Cabana 2 Salvadorena Restaurant,$,4.5,,,BEDFORD PK BLVD,277.04257650154005
My Place Pizza,$,4.0,,,BEDFORD PK BLVD,500.82772544440746
El Sabor Latino,$$,2.0,,,BEDFORD PK BLVD,189.94330181533434
O'Shea's Emerald Bar,$,3.0,,,BEDFORD PK BLVD,219.30400939914986
New China Chinese Resturant,$$,4.5,,,BEDFORD PK BLVD,257.24624085128926
Wai Kang Restaurant,$,3.5,,,BEDFORD PK BLVD,114.34302975706998
El Rinconcito Del Sabor Dominicano,,2.5,,,BEDFORD PK BLVD,264.21205345643307
Madden's Bedford Pub,,4.0,,,BEDFORD PK BLVD,127.81492547390702
Plato & Rumba,$$,3.0,,,BEDFORD PK BLVD,223.68526676314048
Cash Back,,5.0,,,BEDFORD PK BLVD,181.57978633084355
Connie's Deli,$,4.0,,,BEDFORD PK BLVD,229.66499149978586
Lp Deli Grocery,,4.0,,,BEDFORD PK BLVD,217.96456505969172
Kennedy Grill & Fried Chicken,$,2.5,,,BEDFORD PK BLVD,183.9733461959625
Hong Kong Kitchen,$,3.5,,,BEDFORD PK BLVD,486.0959979191804
Hung Hing,$,3.0,,,BEDFORD PK BLVD,227.4739921232443
Kings Fried Chicken & Pizza,,1.0,,,BEDFORD PK BLVD,491.3122291090672
Kennedy's,,1.0,,,BEDFORD PK BLVD,462.8986237366249
Jerome Pizza,$,4.0,,,BEDFORD PK BLVD,112.3365099571975
National Restaurant & Coffee Shop,$,3.5,,,BEDFORD PK BLVD,96.51119077353415
Bedford Cafe & Restaurant,$$,3.0,,,BEDFORD PK BLVD,84.48557091666284
Pique 86,$,4.5,,,BEDFORD PK BLVD,431.60914029714735
Las Maravillas de Mexico Restaurant,$$,3.5,,,BEDFORD PK BLVD,95.55932705272022
Mei Mei Restaurant,$,3.5,,,BEDFORD PK BLVD,409.85741455160553
Tony's Halal Food,$,4.0,,,BEDFORD PK BLVD,154.54061546125445
My Place Pizza,$,4.0,,,BEDFORD PK BLVD,475.47707187818736
La Cabana 2 Salvadorena Restaurant,$,4.5,,,BEDFORD PK BLVD,366.4817553389782
El Sabor Latino,$$,2.0,,,BEDFORD PK BLVD,79.85228346631447
O'Shea's Emerald Bar,$,3.0,,,BEDFORD PK BLVD,81.29000998077753
Plato & Rumba,$$,3.0,,,BEDFORD PK BLVD,90.40332317345155
Cash Back,,5.0,,,BEDFORD PK BLVD,65.44150288758732
Wai Kang Restaurant,$,3.5,,,BEDFORD PK BLVD,175.07106575873595
Madden's Bedford Pub,,4.0,,,BEDFORD PK BLVD,123.46464764026243
Harris Park,,3.5,,,BEDFORD PK BLVD,179.490052560377
El Buen Ambiente,$$,2.0,,,BEDFORD PK BLVD,361.4611404701778
Hong Kong Kitchen,$,3.5,,,BEDFORD PK BLVD,418.4419511849089
Kennedy Fried Chicken & Pizza,$$$$,1.5,,,BEDFORD PK BLVD,374.90785089603014
Kings Fried Chicken & Pizza,,1.0,,,BEDFORD PK BLVD,456.194347638479
Kennedy's,,1.0,,,BEDFORD PK BLVD,404.6966246828388
