year,rank,distributor,market_share,total_gross,movies_tracked,movies_released
2004,111,Jujitsu Films,0.0,39900000.0,1,1
2004,112,Echelon Ent.,0.0,37600000.0,3,3
2004,113,Avatar,0.0,35500000.0,3,3
2004,114,Small Planet,0.0,31000000.0,2,2
2004,115,Zion,0.0,29800000.0,2,2
2004,116,Screen Media,0.0,28300000.0,3,3
2004,117,Organic Pictures,0.0,27200000.0,2,2
2004,118,Artrution,0.0,25300000.0,1,1
2004,119,RKO,0.0,25000000.0,1,1
2004,120,Magic Lamp,0.0,21600000.0,1,1
2004,121,Sag Harbor Basement,0.0,20400000.0,1,1
2004,122,Spit N' Glue,0.0,19400000.0,1,0
2004,123,Small Island,0.0,16700000.0,1,0
2004,124,Slamdance on the Road,0.0,16300000.0,1,1
2004,125,Palo Alto Pictures,0.0,15700000.0,1,1
2004,126,Hannover House,0.0,15200000.0,1,1
2004,127,Illuminare Entertainment,0.0,14200000.0,1,1
2004,128,Cinema Four,0.0,13900000.0,3,3
2004,129,Film Movement,0.0,13000000.0,1,1
2004,130,Big Ain't Bad Prods.,0.0,12300000.0,1,1
2004,131,Prime Media Pictures,0.0,12100000.0,1,1
2004,132,Rogue Arts,0.0,11600000.0,1,1
2004,133,Random Productions,0.0,10400000.0,1,1
2004,134,Lifesize,0.0,10300000.0,1,1
2004,135,Atopia,0.0,9100000.0,1,1
2004,136,CAVU,0.0,8400000.0,1,0
2004,137,Cafe Entertainment Studio,0.0,7600000.0,1,1
2004,138,Films Philos,0.0,7000000.0,1,0
2004,139,Burton/Floyd,0.0,6900000.0,1,1
2004,140,Sundance Film Series,0.0,6600000.0,1,1
2004,141,Roxie,0.0,4700000.0,1,0
2004,142,Leisure Time,0.0,3900000.0,2,2
2004,143,Milestone,0.0,3700000.0,1,1
2004,144,Plexifilm,0.0,3600000.0,1,1
2004,145,Facets,0.0,2800000.0,1,1
2004,146,Watch Releasing,0.0,2600000.0,1,1
2004,147,RMH Media,0.0,2500000.0,1,1
2004,148,Tag Entertainment,0.0,2500000.0,1,1
2004,149,Five Sisters,0.0,2400000.0,1,0
2004,150,Arab Film Dist.,0.0,1700000.0,1,1
2004,151,Visionbox,0.0,1600000.0,1,1
2004,152,Kathi Arts,0.0,1400000.0,1,1
2004,153,Maxmedia/Endgame Pictures,0.0,900000.0,1,1
2004,154,Manhattan,0.0,0.0,1,0
2005,1,Warner Bros.,0.156,1377100000.0,25,19
2005,2,20th Century Fox,0.153,1353900000.0,21,18
2005,3,Universal,0.114,1010200000.0,24,19
2005,4,Buena Vista,0.10400000000000001,921500000.0,23,17
2005,5,Sony / Columbia,0.10400000000000001,917800000.0,27,24
2005,6,Paramount,0.094,832200000.0,17,12
2005,7,DreamWorks SKG,0.057,501800000.0,10,9
2005,8,New Line,0.048,420500000.0,13,10
2005,9,Lionsgate,0.032,284000000.0,20,18
2005,10,Dimension Films,0.021,185100000.0,7,6
2005,11,Miramax,0.021,183700000.0,17,14
2005,12,MGM/UA,0.021,181500000.0,10,9
2005,13,Warner Independent,0.013000000000000001,114500000.0,7,6
2005,14,Focus Features,0.012,104500000.0,8,7
2005,15,Fox Searchlight,0.012,102100000.0,11,6
2005,16,Sony Classics,0.006999999999999999,63900000.0,30,23
2005,17,Rogue Pictures,0.006,54600000.0,3,3
2005,18,Weinstein Company,0.005,46900000.0,6,7
2005,19,Paramount Classics,0.004,32500000.0,8,6
2005,20,IMAX,0.002,18900000.0,8,2
2005,21,IDP,0.002,17600000.0,10,9
2005,22,ThinkFilm,0.002,14000000.0,17,15
2005,23,N Wave,0.001,9300000.0,4,1
2005,24,Magnolia,0.001,9200000.0,8,8
2005,25,Newmarket,0.001,7500000.0,6,5
2005,26,IFC,0.001,7300000.0,13,12
2005,27,Eros,0.001,5400000.0,13,13
2005,28,Yash Raj,0.0,4300000.0,6,5
2005,29,Giant Screen Films,0.0,4099999.9999999995,2,0
2005,30,Fine Line,0.0,4000000.0,5,3
2005,31,Shadow Dist.,0.0,3400000.0,6,5
2005,32,Aloha Releasing,0.0,3000000.0,1,1
2005,33,Slowhand Cinema,0.0,2900000.0,6,5
2005,34,Wellspring,0.0,2800000.0,17,10
2005,35,SK Films,0.0,2700000.0,1,0
2005,36,Picturehouse,0.0,2700000.0,4,4
2005,37,UTV Communications,0.0,2500000.0,6,5
2005,38,Excel,0.0,2400000.0,2,0
2005,39,Mongrel Media,0.0,2300000.0,1,1
2005,40,Vineyard Distribution,0.0,1900000.0,1,1
2005,41,Tartan,0.0,1700000.0,10,8
2005,42,Holedigger Studios,0.0,1600000.0,2,2
2005,43,Televisa Cine,0.0,1400000.0,2,2
2005,44,Emissary Productions,0.0,1200000.0,1,1
2005,45,"Monterey Media, Inc.",0.0,1200000.0,1,1
2005,46,Palm,0.0,1100000.0,7,7
2005,47,Freestyle Releasing,0.0,1100000.0,6,6
2005,48,Zeitgeist,0.0,1000000.0,5,5
2005,49,Empire,0.0,1000000.0,4,3
2005,50,Strand,0.0,968000000000.0,13,10
2005,51,Captured Light Distribution,0.0,898000000000.0,1,0
2005,52,Luke Films,0.0,852000000000.0,1,0
2005,53,Indican,0.0,846000000000.0,15,10
2005,54,Kino,0.0,768000000000.0,12,9
2005,55,Regent Releasing,0.0,588000000000.0,9,6
2005,56,Vitagraph,0.0,584000000000.0,6,6
2005,57,New Yorker,0.0,573000000000.0,10,7
2005,58,Halestorm,0.0,565000000000.0,3,2
2005,59,Rialto,0.0,559000000000.0,4,4
2005,60,Triumph,0.0,469000000000.0,1,1
2005,61,Cinema Guild,0.0,379000000000.0,5,3
2005,62,Northern Arts,0.0,337000000000.0,1,1
2005,63,First Look,0.0,332000000000.0,5,5
2005,64,Picture This!,0.0,331000000000.0,7,6
2005,65,Mela Films,0.0,316000000000.0,1,0
2005,66,TLA Releasing,0.0,283000000000.0,8,7
2005,67,Animation Show,0.0,247000000000.0,1,1
2005,68,First Run,0.0,233000000000.0,16,11
2005,69,Bauer Martinez Distribution,0.0,205000000000.0,1,1
2005,70,Main Street Movie Co.,0.0,203000000000.0,1,1
2005,71,Arrival Pictures,0.0,203000000000.0,1,1
2005,72,First Independent Pictures,0.0,176000000000.0,1,1
2005,73,Lange Releasing,0.0,165000000000.0,1,1
2005,74,Ariztical Entertainment,0.0,155000000000.0,1,1
2005,75,Geneon Entertainment,0.0,129000000000.0,1,1
2005,76,Emerging Pictures,0.0,124000000000.0,1,1
2005,77,Matson Films,0.0,121000000000.0,1,1
2005,78,Cinema Libre Studio,0.0,114000000000.0,4,3
2005,79,Cinema Libre,0.0,114000000000.0,4,3
2005,80,Koch Lorber Films,0.0,109000000000.0,3,3
2005,81,Illuminare Entertainment,0.0,103000000000.0,2,2
2005,82,International Film Circuit,0.0,98400000.0,1,1
2005,83,Lovett Releasing,0.0,89300000.0,1,1
2005,84,Meadowbrook Pictures,0.0,79600000.0,1,1
2005,85,Goodbye Cruel Releasing,0.0,77100000.0,1,1
2005,86,Avatar,0.0,76000000.0,2,1
2005,87,Maxmedia/Endgame Pictures,0.0,73700000.0,1,0
2005,88,Innovation Film Group,0.0,72800000.0,1,1
2005,89,Cineville,0.0,72400000.0,2,2
2005,90,Jour de Fete,0.0,72100000.0,1,1
2005,91,California Newsreel,0.0,68200000.0,1,1
2005,92,"Kria, Inc.",0.0,64099999.99999999,3,3
2005,93,Wolfe Releasing,0.0,53400000.0,3,2
2005,94,Economic Projections,0.0,49000000.0,1,1
2005,95,Slippery Chicken Pictures,0.0,47200000.0,1,1
2005,96,Five Sisters,0.0,46800000.0,1,0
2005,97,Painted Zebra Releasing,0.0,46000000.0,1,0
2005,98,Echo Bridge Entertainment,0.0,45000000.0,1,1
2005,99,Laemmle / Zeller Films,0.0,42500000.0,2,2
2005,100,Castle Hill,0.0,37300000.0,7,6
2005,101,Artistic License,0.0,35000000.0,2,2
2005,102,Fader Films,0.0,34900000.0,1,1
2005,103,Film Movement,0.0,34800000.0,1,1
2005,104,Viz Media,0.0,34400000.0,1,1
2005,105,RBC Radio,0.0,34300000.0,1,0
2005,106,Rainbow Releasing,0.0,31900000.0,1,1
2005,107,Icarus Films,0.0,29500000.0,4,3
2005,108,Balcony Releasing,0.0,29300000.0,2,2
2005,109,Menemsha,0.0,26700000.0,1,1
2005,110,Pillen's Farm Pictures,0.0,25200000.0,1,1
2005,111,Embrem Entertainment,0.0,21500000.0,1,1
2005,112,7th Art,0.0,20100000.0,3,3
2005,113,Arab Film Dist.,0.0,18800000.0,4,4
2005,114,Fabrication Films,0.0,16800000.0,1,1
2005,115,Lifesize,0.0,15200000.0,2,2
2005,116,Cockeyed Caravan,0.0,14800000.0,1,1
2005,117,High Cotton Films,0.0,12000000.0,1,1
2005,118,"Psychic Girls, LLC",0.0,11100000.0,1,1
2005,119,Dada Films,0.0,11000000.0,1,0
2005,120,Silver Plane Films,0.0,10600000.0,1,1
2005,121,Dinsdale Releasing,0.0,10300000.0,1,1
2005,122,Margin,0.0,10200000.0,1,1
2005,123,Artmattan Prods.,0.0,9400000.0,3,1
2005,124,Filmmates Corp.,0.0,9100000.0,1,1
2005,125,Rumur Releasing,0.0,8000000.0,1,1
2005,126,Unico Entertainment,0.0,6500000.0,1,1
2005,127,Atopia,0.0,5300000.0,1,0
2005,128,Big Fat Movies,0.0,4700000.0,1,1
2005,129,Minority Films,0.0,4300000.0,1,1
2005,130,Romar Entertainment,0.0,3700000.0,1,1
2005,131,HB Filmworks,0.0,3300000.0,1,1
2005,132,Rogue Arts,0.0,2800000.0,1,1
2005,133,Hummingbird Pictures,0.0,2200000.0,1,1
2005,134,Lumiere Productions,0.0,1900000.0,1,1
2005,135,Leisure Time,0.0,1900000.0,1,1
2005,136,Ent. Highway,0.0,600000.0,1,1
2005,137,Unknown,0.0,400000.0,1,1
2006,1,Sony / Columbia,0.18600000000000003,1710900000.0,34,27
2006,2,Buena Vista,0.162,1492600000.0,25,19
2006,3,20th Century Fox,0.152,1398400000.0,28,24
2006,4,Warner Bros.,0.11599999999999999,1065800000.0,27,21
2006,5,Paramount,0.10300000000000001,947300000.0,19,16
2006,6,Universal,0.08900000000000001,815200000.0,21,17
2006,7,Lionsgate,0.036000000000000004,331400000.0,19,17
2006,8,New Line,0.027000000000000003,251500000.0,13,10
2006,9,Weinstein Company,0.025,226500000.0,15,9
2006,10,MGM/UA,0.018000000000000002,166800000.0,13,16
2006,11,Fox Searchlight,0.018000000000000002,165700000.0,16,13
2006,12,Focus Features,0.013000000000000001,118500000.0,9,7
2006,13,Rogue Pictures,0.006999999999999999,65400000.00000001,4,4
2006,14,Sony Classics,0.006999999999999999,60400000.0,24,17
2006,15,Miramax,0.005,45900000.0,9,9
2006,16,Yari Film Group,0.004,41200000.0,4,4
2006,17,Warner Independent,0.003,27500000.0,10,8
2006,18,Paramount Classics,0.003,26900000.0,4,4
2006,19,Picturehouse,0.003,23900000.0,7,6
2006,20,DreamWorks SKG,0.002,23000000.0,3,0
2006,21,Freestyle Releasing,0.002,20000000.0,9,9
2006,22,Paramount Vantage,0.002,19800000.0,1,1
2006,23,Alliance,0.002,18000000.0,7,8
2006,24,IDP,0.002,15200000.0,14,12
2006,25,IMAX,0.002,14600000.0,6,1
2006,26,8X Entertainment,0.001,13400000.0,1,1
2006,27,Rocky Mountain Pictures,0.001,12100000.0,5,5
2006,28,Magnolia,0.001,10800000.0,17,15
2006,29,ThinkFilm,0.001,10700000.0,25,21
2006,30,Yash Raj,0.001,8300000.000000001,4,4
2006,31,IFC,0.001,6900000.0,30,29
2006,32,N Wave,0.001,6400000.0,4,0
2006,33,UTV Communications,0.001,5500000.0,7,6
2006,34,Eros,0.0,4400000.0,9,9
2006,35,Wingate Distribution,0.0,3100000.0,1,1
2006,36,First Look,0.0,2700000.0,5,5
2006,37,AdLabs,0.0,2600000.0,4,4
2006,38,Romar Entertainment,0.0,2400000.0,1,1
2006,39,Rainbow Films,0.0,2000000.0,4,4
2006,40,Cineville,0.0,1600000.0,1,0
2006,41,SK Films,0.0,1600000.0,1,0
2006,42,Slowhand Cinema,0.0,1200000.0,7,5
2006,43,Shadow Dist.,0.0,1200000.0,7,2
2006,44,Zeitgeist,0.0,1200000.0,6,5
2006,45,Koch Lorber Films,0.0,1100000.0,4,3
2006,46,TLA Releasing,0.0,993000000000.0,7,5
2006,47,Rialto,0.0,957000000000.0,5,4
2006,48,"Libero, LLC",0.0,890000000000.0,1,1
2006,49,Excel,0.0,710000000000.0,1,1
2006,50,Palm,0.0,706000000000.0,12,11
2006,51,Ram Entertainment,0.0,617000000000.0,1,1
2006,52,First Run,0.0,588000000000.0,13,9
2006,53,Regent Releasing,0.0,563000000000.0,12,11
2006,54,Halestorm,0.0,544000000000.0,2,2
2006,55,Newmarket,0.0,519000000000.0,1,1
2006,56,Tartan,0.0,488000000000.0,7,5
2006,57,Strand,0.0,472000000000.0,18,14
2006,58,Echo Bridge Entertainment,0.0,472000000000.0,1,1
2006,59,Triumph,0.0,464000000000.0,1,1
2006,60,Indican,0.0,447000000000.0,12,6
2006,61,Kino,0.0,426000000000.0,8,7
2006,62,Cyan Pictures,0.0,425000000000.0,2,2
2006,63,ABS-CBN International,0.0,417000000000.0,3,3
2006,64,Cinema Guild,0.0,400000000000.0,4,2
2006,65,First Independent Pictures,0.0,387000000000.0,5,4
2006,66,Fabrication Films,0.0,383000000000.0,2,1
2006,67,Giant Screen Films,0.0,377000000000.0,2,0
2006,68,Truly Indie,0.0,318000000000.0,8,8
2006,69,International Film Circuit,0.0,306000000000.0,5,4
2006,70,Balcony Releasing,0.0,295000000000.0,6,5
2006,71,Silver Nitrate,0.0,274000000000.0,1,1
2006,72,Midnight Movies Entertainment,0.0,271000000000.0,1,1
2006,73,SenArt/Scranton-Lacy Films,0.0,254000000000.0,1,1
2006,74,The Bigger Picture,0.0,253000000000.0,1,1
2006,75,New Yorker,0.0,245000000000.0,9,7
2006,76,City Lights Pictures Releasing,0.0,225000000000.0,2,2
2006,77,Five & Two Pictures,0.0,224000000000.0,1,1
2006,78,120 Degree Films,0.0,210000000000.0,1,1
2006,79,Wellspring,0.0,178000000000.0,6,2
2006,80,Lovett Releasing,0.0,160000000000.0,1,0
2006,81,First Stripe Productions,0.0,150000000000.0,1,1
2006,82,Kindred Media Group,0.0,147000000000.0,3,3
2006,83,Picture This!,0.0,143000000000.0,6,3
2006,84,Cinema Libre,0.0,141000000000.0,5,5
2006,85,Cinema Libre Studio,0.0,141000000000.0,5,5
2006,86,Bauer Martinez Distribution,0.0,134000000000.0,2,2
2006,87,Emerging Pictures,0.0,120000000000.0,3,2
2006,88,7th Art,0.0,116000000000.0,2,2
2006,89,Vineyard Distribution,0.0,110000000000.0,1,0
2006,90,Janus Films,0.0,107000000000.0,1,1
2006,91,518 Media,0.0,100000000000.0,1,1
2006,92,Goodbye Cruel Releasing,0.0,91200000.0,1,1
2006,93,California Newsreel,0.0,75000000.0,1,1
2006,94,Arab Film Dist.,0.0,71300000.0,4,3
2006,95,Gigantic Releasing,0.0,60000000.0,1,1
2006,96,Meadowbrook Pictures,0.0,58700000.0,1,0
2006,97,Icarus Films,0.0,56000000.0,5,4
2006,98,Gorilla Factory Productions,0.0,55400000.0,1,1
2006,99,Reel Source,0.0,53600000.0,1,1
2006,100,Maya Entertainment,0.0,52000000.0,1,1
2006,101,Thread Cross Films,0.0,47200000.0,1,1
2006,102,Vitagraph,0.0,41800000.0,1,1
2006,103,Pasidg Productions,0.0,40800000.0,1,0
2006,104,Screen Media,0.0,38900000.0,1,1
2006,105,Films Philos,0.0,36600000.0,1,1
2006,106,"Millennium Films, Inc.",0.0,36000000.0,1,1
2006,107,At Risk Films,0.0,35400000.0,1,1
2006,108,Skouras,0.0,34800000.0,1,1
2006,109,Women Make Movies,0.0,33299999.999999996,1,1
2006,110,Aloha Releasing,0.0,32799999.999999996,4,4
2006,111,Unico Entertainment,0.0,28000000.0,1,1
2006,112,Ariztical Entertainment,0.0,25400000.0,1,1
2006,113,Arrival Pictures,0.0,23700000.0,2,1
2006,114,Quixotic Media,0.0,22900000.0,1,1
2006,115,Screenland Films,0.0,22900000.0,1,1
2006,116,Leisure Time,0.0,20500000.0,1,1
2006,117,Skylight Pictures,0.0,20100000.0,1,1
2006,118,Cinema Tropical,0.0,19800000.0,1,1
2006,119,Mochary Films,0.0,19800000.0,1,1
2006,120,Laemmle / Zeller Films,0.0,17900000.0,2,1
2006,121,Abkco Films,0.0,17100000.0,1,1
2006,122,Holedigger Studios,0.0,15600000.0,1,0
2006,123,Fader Films,0.0,15000000.0,1,0
2006,124,Sakura Production USA,0.0,15000000.0,1,1
2006,125,HP Releasing,0.0,14800000.0,1,1
2006,126,The 7th Floor,0.0,14800000.0,2,2
2006,127,Rainbow Releasing,0.0,12600000.0,1,1
2006,128,Tilapia Film,0.0,11800000.0,1,1
2006,129,Sagewood Cinema Ventures,0.0,11800000.0,1,1
2006,130,Newport Films,0.0,11000000.0,1,1
2006,131,Delphi Film Foundation,0.0,9400000.0,1,1
2006,132,Empire,0.0,8100000.0,1,0
2006,133,Microangelo Entertainment,0.0,7800000.0,1,1
2006,134,Roxie,0.0,7500000.0,1,1
2006,135,The Disinformation Co.,0.0,7500000.0,1,1
2006,136,Andes Film Company,0.0,7100000.0,1,1
2006,137,Bill Plympton,0.0,5300000.0,1,1
2006,138,Olive Films,0.0,4800000.0,1,1
2006,139,Frontier Films,0.0,4800000.0,1,1
2006,140,Castle Hill,0.0,4500000.0,1,1
2006,141,Argot Pictures,0.0,3900000.0,1,1
2006,142,Four Eyed Monsters,0.0,3100000.0,1,1
2006,143,Unknown,0.0,3000000.0,1,1
2006,144,Dog Lover's Symphony,0.0,3000000.0,1,1
2006,145,ICA,0.0,2500000.0,1,1
2006,146,Seventh Art,0.0,2200000.0,1,1
2006,147,HB Filmworks,0.0,2200000.0,1,1
2006,148,Artistic License,0.0,2200000.0,1,1
2006,149,Movin' Picture Studios,0.0,2000000.0,1,1
2006,150,Artmattan Prods.,0.0,1900000.0,1,1
2006,151,Film Movement,0.0,1400000.0,1,1
2006,152,Gold Circle,0.0,1300000.0,1,1
2006,153,Luke Films,0.0,1100000.0,1,0
2006,154,Oilrag Productions,0.0,800000.0,1,1
2006,155,Bullz Eye Productions,0.0,800000.0,1,1
2007,1,Paramount,0.155,1499300000.0,20,16
2007,2,Warner Bros.,0.147,1417400000.0,34,24
2007,3,Buena Vista,0.14,1350200000.0,21,13
2007,4,Sony / Columbia,0.129,1245600000.0,31,25
2007,5,Universal,0.114,1101900000.0,20,18
2007,6,20th Century Fox,0.105,1017700000.0,24,16
2007,7,New Line,0.05,487500000.0,17,13
2007,8,Lionsgate,0.038,368100000.0,17,17
2007,9,MGM/UA,0.038,366200000.0,29,19
2007,10,Fox Searchlight,0.013999999999999999,132800000.00000001,15,10
2007,11,Miramax,0.013000000000000001,126100000.0,10,8
2007,12,Rogue Pictures,0.008,73000000.0,3,3
2007,13,Picturehouse,0.006,60600000.0,9,8
2007,14,Paramount Vantage,0.006,60400000.0,9,8
2007,15,Focus Features,0.005,51000000.0,6,6
2007,16,Sony Classics,0.004,38900000.0,23,18
2007,17,Weinstein Company,0.004,37000000.0,12,9
2007,18,IDP,0.002,22500000.0,8,7
2007,19,Warner Independent,0.002,15700000.0,7,5
2007,20,Yari Film Group,0.002,14800000.0,9,8
2007,21,IMAX,0.002,14700000.0,6,1
2007,22,Eros,0.001,13600000.0,13,13
2007,23,Freestyle Releasing,0.001,12800000.0,4,4
2007,24,Alliance,0.001,12000000.0,17,13
2007,25,ThinkFilm,0.001,11400000.0,26,21
2007,26,First Look,0.001,10700000.0,8,6
2007,27,IFC,0.001,9300000.0,33,30
2007,28,Roadside Attractions,0.001,8800000.0,7,7
2007,29,N Wave,0.001,8600000.0,3,0
2007,30,Chicago Pictures,0.001,6900000.0,1,1
2007,31,Magnolia,0.001,6400000.0,23,21
2007,32,After Dark Films,0.001,6400000.0,6,6
2007,33,Sony BMG,0.001,5900000.0,2,2
2007,34,National Geographic Entertainment,0.001,5800000.0,1,1
2007,35,Samuel Goldwyn,0.001,5700000.0,3,3
2007,36,The Bigger Picture,0.001,5300000.0,6,6
2007,37,Summit Entertainment,0.0,4000000.0,1,1
2007,38,Yash Raj,0.0,3900000.0,7,5
2007,39,AdLabs,0.0,2100000.0,2,2
2007,40,Slowhand Cinema,0.0,1500000.0,7,6
2007,41,UTV Communications,0.0,1200000.0,4,4
2007,42,Rocky Mountain Pictures,0.0,1100000.0,4,4
2007,43,Zeitgeist,0.0,1100000.0,5,2
2007,44,Kino,0.0,892000000000.0,10,8
2007,45,"Libero, LLC",0.0,816000000000.0,1,0
2007,46,518 Media,0.0,774000000000.0,2,1
2007,47,SK Films,0.0,745000000000.0,1,0
2007,48,Excel,0.0,717000000000.0,2,1
2007,49,Rialto,0.0,652000000000.0,5,3
2007,50,ImaginAsian Pictures,0.0,641000000000.0,1,1
2007,51,City Lights Pictures Releasing,0.0,601000000000.0,4,4
2007,52,Tartan,0.0,575000000000.0,5,4
2007,53,Shadow Dist.,0.0,568000000000.0,4,4
2007,54,Borotoro,0.0,488000000000.0,1,1
2007,55,Strand,0.0,471000000000.0,22,16
2007,56,Janus Films,0.0,456000000000.0,6,5
2007,57,Rainbow Films,0.0,433000000000.0,2,1
2007,58,Milestone,0.0,413000000000.0,2,2
2007,59,Indican,0.0,406000000000.0,7,3
2007,60,First Run,0.0,379000000000.0,12,9
2007,61,Newmarket,0.0,365000000000.0,2,2
2007,62,"Monterey Media, Inc.",0.0,346000000000.0,4,4
2007,63,Koch Lorber Films,0.0,346000000000.0,5,5
2007,64,New Yorker,0.0,335000000000.0,9,7
2007,65,Emerging Pictures,0.0,332000000000.0,6,6
2007,66,Arts Alliance America,0.0,303000000000.0,1,1
2007,67,Palm,0.0,298000000000.0,4,4
2007,68,Regent Releasing,0.0,293000000000.0,11,9
2007,69,Vitagraph,0.0,279000000000.0,2,2
2007,70,Vineyard Distribution,0.0,278000000000.0,1,0
2007,71,8X Entertainment,0.0,258000000000.0,1,1
2007,72,TLA Releasing,0.0,246000000000.0,2,2
2007,73,TVA,0.0,245000000000.0,1,1
2007,74,Anchor Bay Films,0.0,244000000000.0,2,2
2007,75,Somerset Films,0.0,241000000000.0,1,1
2007,76,International Film Circuit,0.0,211000000000.0,8,7
2007,77,Film Sales Company,0.0,200000000000.0,1,1
2007,78,Truly Indie,0.0,194000000000.0,5,5
2007,79,Warrior Poets Releasing,0.0,193000000000.0,1,1
2007,80,Balcony Releasing,0.0,193000000000.0,3,3
2007,81,Luminous Velocity Releasing,0.0,181000000000.0,2,2
2007,82,Rainbow Releasing,0.0,171000000000.0,1,1
2007,83,Shemaroo,0.0,166000000000.0,1,1
2007,84,Eleven Arts,0.0,145000000000.0,2,2
2007,85,Arab Film Dist.,0.0,140000000000.0,1,0
2007,86,Mountain Top Releasing,0.0,139000000000.0,1,1
2007,87,Cinema Guild,0.0,127000000000.0,3,2
2007,88,Abkco Films,0.0,118000000000.0,2,1
2007,89,Priority Films,0.0,108000000000.0,1,1
2007,90,"David & Layla, LLC",0.0,106000000000.0,1,1
2007,91,Wildcat Releasing,0.0,105000000000.0,1,1
2007,92,Outsider Pictures,0.0,99000000.0,2,2
2007,93,Reel Diva Consultants,0.0,98900000.0,4,4
2007,94,Peace Arch Entertainment,0.0,86500000.0,1,1
2007,95,Codeblack Entertainment,0.0,85900000.0,2,2
2007,96,Gigantic Releasing,0.0,63300000.0,1,0
2007,97,First Independent Pictures,0.0,61900000.0,2,2
2007,98,7th Art,0.0,60200000.0,4,3
2007,99,Screen Media,0.0,53800000.0,4,4
2007,100,SeeThink Productions,0.0,49000000.0,1,1
2007,101,Tentmakers Entertainment,0.0,45500000.0,1,1
2007,102,Capricorn Distribution,0.0,45400000.0,1,1
2007,103,Xenon Pictures,0.0,42700000.0,2,2
2007,104,Tilapia Film,0.0,41600000.0,1,0
2007,105,Success Films,0.0,39200000.0,1,1
2007,106,Lucid Dreaming Inc.,0.0,38900000.0,1,1
2007,107,Elephant Eye Films,0.0,37100000.0,2,2
2007,108,Lifesize,0.0,35800000.0,3,3
2007,109,Halo8 Releasing,0.0,34000000.0,1,1
2007,110,Empire Film Group,0.0,32799999.999999996,1,1
2007,111,Reliance Films,0.0,32700000.000000004,1,1
2007,112,Icarus Films,0.0,31400000.0,7,6
2007,113,Cinema Libre,0.0,30100000.0,3,3
2007,114,Cinema Libre Studio,0.0,30100000.0,3,3
2007,115,First Stripe Productions,0.0,29700000.0,1,0
2007,116,Film Movement,0.0,28600000.0,2,2
2007,117,Gringo Wedding LLC,0.0,26900000.0,1,1
2007,118,Stand Up Films,0.0,24100000.0,1,1
2007,119,Movie Partners,0.0,23600000.0,1,1
2007,120,SchwarzSmith & Taskovski Films,0.0,21600000.0,1,1
2007,121,Reel Source,0.0,20800000.0,1,1
2007,122,Artistic License,0.0,20200000.0,1,1
2007,123,Big Sky Productions,0.0,18900000.0,1,1
2007,124,California Newsreel,0.0,18400000.0,1,0
2007,125,Pocket Releasing,0.0,18400000.0,1,1
2007,126,Artmattan Prods.,0.0,17500000.0,3,2
2007,127,Abramorama,0.0,17500000.0,1,1
2007,128,Either/Or Films,0.0,16900000.0,1,1
2007,129,New Love Films,0.0,16800000.0,1,1
2007,130,Lantern Lane,0.0,15800000.0,1,1
2007,131,600 West,0.0,15600000.0,1,1
2007,132,Sagewood Cinema Ventures,0.0,15000000.0,1,0
2007,133,Fox Meadows Films,0.0,13900000.0,1,1
2007,134,Wringing Hands Prods.,0.0,12900000.0,1,1
2007,135,Goodbye Cruel Releasing,0.0,12300000.0,1,0
2007,136,Argot Pictures,0.0,12200000.0,1,1
2007,137,Ariztical Entertainment,0.0,11700000.0,1,0
2007,138,Picture This!,0.0,11400000.0,1,1
2007,139,Cineville,0.0,11200000.0,2,1
2007,140,Magic Lamp,0.0,10500000.0,1,1
2007,141,Arthouse Films,0.0,8900000.0,1,1
2007,142,Laemmle / Zeller Films,0.0,8900000.0,1,1
2007,143,D Street Releasing,0.0,8300000.000000001,1,1
2007,144,Unknown,0.0,8000000.0,1,1
2007,145,Union Station,0.0,8000000.0,1,1
2007,146,Green Forest Films,0.0,7100000.0,1,1
2007,147,The Documentary Group,0.0,6800000.0,1,1
2007,148,Red Envelope Entertainment,0.0,6700000.0,2,2
2007,149,Radio London Films,0.0,6400000.0,1,1
2007,150,Mitropoulos Films,0.0,5800000.0,2,2
2007,151,Lonely Seal Releasing,0.0,3900000.0,1,1
2007,152,Jung N Restless Films,0.0,3800000.0,1,1
2007,153,Diversa Films,0.0,3600000.0,1,1
2007,154,Facets,0.0,3000000.0,1,1
2007,155,ArcAngelo Entertainment,0.0,1900000.0,1,1
2007,156,Bullz Eye Productions,0.0,1500000.0,1,1
2007,157,Outsider Films,0.0,1500000.0,1,1
2007,158,Sky Island Films,0.0,1400000.0,1,1
2008,1,Warner Bros.,0.184,1767300000.0,30,20
2008,2,Paramount,0.16399999999999998,1577000000.0,17,14
2008,3,Sony / Columbia,0.132,1267200000.0,23,20
2008,4,Universal,0.11,1054599999.9999999,20,18
2008,5,20th Century Fox,0.105,1014300000.0,24,20
2008,6,Buena Vista,0.105,1011700000.0,18,13
2008,7,Lionsgate,0.045,436800000.0,19,19
2008,8,Summit Entertainment,0.024,226500000.0,5,5
2008,9,Fox Searchlight,0.022000000000000002,214800000.0,9,6
2008,10,MGM/UA,0.017,160800000.0,18,12
2008,11,Focus Features,0.013999999999999999,138900000.0,7,5
2008,12,Overture Films,0.011000000000000001,103100000.0,8,8
2008,13,Miramax,0.008,81700000.0,11,8
2008,14,Paramount Vantage,0.008,81100000.0,12,8
2008,15,Picturehouse,0.006999999999999999,64000000.0,7,5
